day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,NUM_CRIMES
6,2017,10,14,2017-10-14,63.6,59.5,1017.6,6.0,6.8,14.0,999.9,73.0,55.0,1.09,999.9,647
7,2017,10,15,2017-10-15,60.2,53.7,1012.5,8.3,14.2,33.0,39.0,68.0,51.8,3.3,999.9,639
1,2017,10,16,2017-10-16,51.7,39.0,1024.8,10.0,7.3,12.0,999.9,68.0,43.0,0.2,999.9,763
2,2017,10,17,2017-10-17,57.0,38.8,1022.0,10.0,9.3,17.1,24.1,70.0,43.0,0.0,999.9,719
3,2017,10,18,2017-10-18,59.4,41.3,1019.8,10.0,10.3,18.1,24.1,71.1,46.9,0.0,999.9,774
4,2017,10,19,2017-10-19,61.4,37.0,1019.2,10.0,7.3,13.0,17.1,71.1,46.9,0.0,999.9,773
5,2017,10,20,2017-10-20,61.4,44.1,1020.3,10.0,6.2,14.0,19.0,78.1,51.1,0.0,999.9,849
6,2017,10,21,2017-10-21,67.5,51.0,1016.8,10.0,11.8,15.9,24.1,78.1,51.1,0.0,999.9,814
7,2017,10,22,2017-10-22,65.6,56.1,1014.4,8.6,13.9,22.9,31.1,72.0,51.8,0.0,999.9,738
1,2017,10,23,2017-10-23,52.3,49.0,1011.0,8.3,7.4,11.1,999.9,54.0,51.1,0.88,999.9,740
2,2017,10,24,2017-10-24,48.4,43.6,1003.1,9.0,10.6,17.1,24.1,54.0,46.0,0.52,999.9,689
3,2017,10,25,2017-10-25,44.1,32.5,1008.2,10.0,7.3,11.1,999.9,53.1,37.9,0.57,999.9,714
4,2017,10,26,2017-10-26,46.5,36.4,1009.2,10.0,7.4,18.1,22.0,60.1,36.0,0.0,999.9,754
5,2017,10,27,2017-10-27,45.0,32.9,1006.5,10.0,13.1,19.0,28.9,60.1,36.0,0.0,999.9,819
6,2017,10,28,2017-10-28,38.5,29.9,1011.0,9.7,10.9,15.9,21.0,53.1,36.0,0.0,999.9,717
7,2017,10,29,2017-10-29,39.9,26.6,1012.1,10.0,6.8,9.9,999.9,46.0,33.1,0.0,999.9,696
1,2017,10,30,2017-10-30,44.8,29.6,1006.2,10.0,11.7,24.1,33.0,50.0,34.0,0.0,999.9,708
2,2017,10,31,2017-10-31,37.8,21.9,1017.2,10.0,12.6,19.0,28.9,50.0,34.0,0.0,999.9,757
3,2017,11,01,2017-11-01,38.7,28.6,1016.9,9.7,7.6,12.0,999.9,44.1,34.0,0.0,999.9,823
4,2017,11,02,2017-11-02,46.6,43.8,1012.0,4.7,5.4,13.0,999.9,51.1,36.0,0.23,999.9,722
5,2017,11,03,2017-11-03,44.4,37.1,1023.6,9.7,8.3,12.0,999.9,51.1,37.9,0.02,999.9,789
6,2017,11,04,2017-11-04,45.7,39.9,1021.3,6.5,8.7,15.9,21.0,48.2,44.1,0.0,999.9,756
7,2017,11,05,2017-11-05,49.5,47.0,1009.7,3.3,4.5,9.9,999.9,52.0,42.1,0.48,999.9,773
1,2017,11,06,2017-11-06,41.0,30.6,1021.5,10.0,8.9,17.1,999.9,52.0,32.0,0.02,999.9,717
2,2017,11,07,2017-11-07,40.0,29.0,1026.1,10.0,8.9,15.9,18.1,45.0,33.1,0.0,999.9,678
3,2017,11,08,2017-11-08,36.6,25.5,1027.2,10.0,3.9,8.9,999.9,46.0,28.9,0.0,999.9,758
4,2017,11,09,2017-11-09,38.8,25.6,1021.4,10.0,9.0,18.1,25.1,46.0,29.1,0.0,999.9,656
5,2017,11,10,2017-11-10,24.0,9.5,1033.3,9.1,9.2,17.1,24.1,33.1,17.6,0.0,999.9,678
6,2017,11,11,2017-11-11,29.5,16.7,1030.6,9.9,8.6,13.0,999.9,36.0,18.0,0.0,999.9,688
7,2017,11,12,2017-11-12,37.6,29.7,1025.9,8.5,3.2,8.0,999.9,39.9,26.2,0.01,999.9,666
1,2017,11,13,2017-11-13,36.4,32.5,1030.7,4.6,5.3,8.0,999.9,39.9,30.9,0.12,999.9,718
2,2017,11,14,2017-11-14,38.9,32.5,1026.1,6.7,7.5,14.0,999.9,48.9,30.0,0.0,999.9,700
3,2017,11,15,2017-11-15,47.6,39.5,1013.3,8.1,12.0,17.1,22.9,52.0,30.2,0.02,999.9,709
4,2017,11,16,2017-11-16,36.2,26.8,1020.3,10.0,11.8,22.0,35.0,52.0,33.1,0.15,999.9,765
5,2017,11,17,2017-11-17,38.4,30.4,1020.2,9.6,10.5,17.1,22.9,45.0,33.1,0.0,999.9,741
6,2017,11,18,2017-11-18,42.8,39.5,1001.7,5.1,11.4,22.0,28.0,48.2,35.1,0.17,999.9,698
7,2017,11,19,2017-11-19,34.6,22.3,1013.9,10.0,13.7,22.0,25.1,48.0,30.0,0.51,999.9,690
1,2017,11,20,2017-11-20,38.1,24.8,1014.3,10.0,12.4,19.0,27.0,52.0,30.0,0.0,999.9,762
2,2017,11,21,2017-11-21,42.9,27.7,1008.0,10.0,15.6,21.0,34.0,52.0,30.2,0.0,999.9,673
3,2017,11,22,2017-11-22,28.7,14.7,1025.3,10.0,7.5,14.0,999.9,44.1,21.9,0.02,999.9,656
4,2017,11,23,2017-11-23,36.3,20.1,1018.6,10.0,7.8,11.1,18.1,46.0,23.0,0.0,999.9,543
5,2017,11,24,2017-11-24,44.0,29.9,1007.4,10.0,9.4,20.0,28.9,63.0,32.0,0.0,999.9,683
6,2017,11,25,2017-11-25,48.9,35.3,1008.0,10.0,11.9,19.0,26.0,63.0,32.0,0.0,999.9,714
7,2017,11,26,2017-11-26,37.5,24.2,1021.4,10.0,6.8,11.1,999.9,55.0,27.0,0.0,999.9,665
1,2017,11,27,2017-11-27,44.2,32.6,1017.1,10.0,3.9,8.9,999.9,55.9,27.1,0.0,999.9,774
2,2017,11,28,2017-11-28,55.3,34.6,1012.1,10.0,15.0,22.0,31.1,61.0,50.0,0.0,999.9,783
3,2017,11,29,2017-11-29,43.3,25.7,1024.1,10.0,6.9,8.9,999.9,61.0,34.0,0.0,999.9,771
4,2017,11,30,2017-11-30,46.3,28.8,1018.0,10.0,9.4,18.1,22.9,54.0,34.0,0.0,999.9,751
5,2017,12,01,2017-12-01,41.2,26.3,1022.8,10.0,4.6,8.0,999.9,54.0,28.0,0.0,999.9,918
6,2017,12,02,2017-12-02,42.1,28.4,1020.4,9.9,4.2,8.0,999.9,54.0,28.2,0.0,999.9,758
7,2017,12,03,2017-12-03,42.8,29.7,1021.0,10.0,3.6,9.9,999.9,57.9,28.9,0.0,999.9,676
1,2017,12,04,2017-12-04,55.4,39.9,1010.5,10.0,15.4,25.1,34.0,64.9,46.9,0.02,999.9,809
2,2017,12,05,2017-12-05,41.4,27.2,1008.2,9.7,21.4,28.9,42.9,64.9,30.0,0.14,999.9,710
3,2017,12,06,2017-12-06,30.6,12.9,1015.3,10.0,12.5,19.0,26.0,44.1,27.0,0.0,999.9,712
4,2017,12,07,2017-12-07,25.1,12.7,1020.1,9.6,11.5,15.0,19.0,35.1,19.0,0.0,999.9,625
5,2017,12,08,2017-12-08,24.7,9.0,1017.0,10.0,9.9,15.9,20.0,37.0,18.0,0.0,999.9,735
6,2017,12,09,2017-12-09,29.8,19.5,1011.3,7.3,12.8,21.0,28.0,37.0,18.0,0.04,1.2,659
7,2017,12,10,2017-12-10,25.9,15.4,1015.9,10.0,9.4,14.0,20.0,35.1,19.9,0.03,1.2,664
1,2017,12,11,2017-12-11,30.6,20.8,1013.2,9.8,6.3,11.1,999.9,39.0,19.9,0.0,1.2,740
2,2017,12,12,2017-12-12,24.1,13.6,1016.2,9.3,14.3,20.0,29.9,39.0,17.1,0.09,1.2,684
3,2017,12,13,2017-12-13,26.5,14.9,1006.5,9.7,9.9,24.1,34.0,37.9,18.0,0.0,1.2,700
4,2017,12,14,2017-12-14,24.1,13.0,1014.0,9.8,11.5,24.1,33.0,37.9,16.0,0.0,1.2,718
5,2017,12,15,2017-12-15,25.7,15.1,1015.3,9.9,8.2,17.1,27.0,34.0,17.1,0.0,999.9,768
6,2017,12,16,2017-12-16,38.1,23.3,1012.3,10.0,8.1,14.0,21.0,46.0,21.0,0.0,999.9,772
7,2017,12,17,2017-12-17,35.5,30.9,1017.4,6.6,4.1,8.0,999.9,46.0,27.0,0.0,999.9,729
1,2017,12,18,2017-12-18,42.4,35.2,1013.8,7.8,7.7,12.0,22.9,46.0,29.1,0.0,999.9,727
2,2017,12,19,2017-12-19,43.4,32.3,1012.1,10.0,10.9,15.9,22.9,50.0,39.0,0.01,999.9,764
3,2017,12,20,2017-12-20,34.0,17.3,1019.8,10.0,8.7,13.0,999.9,50.0,27.0,0.0,999.9,704
4,2017,12,21,2017-12-21,34.9,24.2,1017.5,10.0,7.0,11.1,999.9,39.9,27.0,0.0,999.9,747
5,2017,12,22,2017-12-22,37.8,29.6,1015.1,8.7,6.2,9.9,999.9,39.9,32.0,0.0,999.9,784
6,2017,12,23,2017-12-23,30.6,21.0,1019.3,9.2,9.1,12.0,999.9,39.0,24.1,0.0,999.9,714
7,2017,12,24,2017-12-24,21.1,12.4,1023.0,6.7,6.3,12.0,19.0,33.1,19.0,0.0,2.0,504
1,2017,12,25,2017-12-25,16.0,7.1,1022.5,9.0,11.5,15.9,22.9,21.9,10.0,0.19,1.2,394
2,2017,12,26,2017-12-26,2.5,-8.6,1034.2,10.0,9.1,12.0,999.9,21.0,-2.9,0.01,1.2,526
3,2017,12,27,2017-12-27,1.1,-9.2,1040.4,10.0,7.8,9.9,999.9,7.0,-4.0,0.0,1.2,523
4,2017,12,28,2017-12-28,6.2,-2.9,1039.2,8.8,5.2,13.0,999.9,15.1,-4.0,0.0,2.0,601
5,2017,12,29,2017-12-29,12.2,5.9,1029.0,6.1,6.5,12.0,999.9,15.1,0.0,0.03,2.0,574
6,2017,12,30,2017-12-30,9.7,0.8,1026.1,8.0,10.7,20.0,24.1,15.8,3.0,0.08,2.0,621
7,2017,12,31,2017-12-31,0.4,-10.0,1032.3,10.0,7.1,8.0,999.9,1.9,-0.9,0.0,2.0,541
1,2018,01,01,2018-01-01,-2.0,-12.9,1039.6,10.0,10.4,13.0,18.1,12.9,-9.0,0.0,1.2,960
2,2018,01,02,2018-01-02,-2.4,-12.0,1037.1,10.0,8.0,14.0,21.0,7.0,-9.0,0.0,1.2,562
3,2018,01,03,2018-01-03,11.4,1.8,1020.7,8.3,10.8,15.9,26.0,17.1,-7.1,0.0,1.2,576
4,2018,01,04,2018-01-04,7.0,-4.3,1025.5,9.9,11.9,15.9,20.0,17.1,0.0,0.0,1.2,602
5,2018,01,05,2018-01-05,4.6,-6.2,1029.4,10.0,9.4,15.0,999.9,12.0,-0.9,0.0,1.2,664
6,2018,01,06,2018-01-06,5.3,-6.9,1035.8,10.0,5.9,8.9,999.9,17.1,-2.0,0.0,1.2,586
7,2018,01,07,2018-01-07,16.9,5.6,1026.5,9.6,12.0,18.1,22.0,30.0,-0.9,0.0,1.2,533
1,2018,01,08,2018-01-08,33.6,28.3,1015.7,6.8,10.9,14.0,20.0,37.0,30.0,0.03,1.2,621
2,2018,01,09,2018-01-09,30.9,26.9,1022.4,5.7,5.8,9.9,999.9,37.0,26.1,0.0,1.2,652
3,2018,01,10,2018-01-10,36.9,34.6,1016.0,2.5,9.8,18.1,27.0,51.8,28.0,0.01,999.9,720
4,2018,01,11,2018-01-11,55.5,51.3,1006.3,7.6,15.2,22.9,35.9,59.0,30.2,0.36,999.9,701
5,2018,01,12,2018-01-12,23.4,15.7,1016.8,9.5,16.4,22.0,32.1,39.0,19.0,0.0,999.9,707
6,2018,01,13,2018-01-13,12.9,-1.9,1033.5,9.8,12.1,22.0,28.9,23.0,6.1,0.0,999.9,617
7,2018,01,14,2018-01-14,11.8,-0.8,1036.6,9.9,5.8,13.0,18.1,21.0,5.0,0.0,999.9,564
1,2018,01,15,2018-01-15,19.0,13.9,1023.9,2.0,10.2,15.0,25.1,24.1,5.0,0.16,2.0,531
2,2018,01,16,2018-01-16,15.5,8.7,1030.6,5.8,10.4,14.0,15.9,25.0,8.6,0.07,3.1,614
3,2018,01,17,2018-01-17,13.2,5.8,1033.8,10.0,8.9,15.0,21.0,26.1,3.9,0.01,2.0,649
4,2018,01,18,2018-01-18,21.2,11.0,1021.7,10.0,14.5,18.1,27.0,32.0,5.0,0.0,2.0,626
5,2018,01,19,2018-01-19,32.2,20.2,1013.0,10.0,12.9,19.0,26.0,39.9,17.1,0.0,1.2,709
6,2018,01,20,2018-01-20,39.2,28.6,1010.9,10.0,10.2,17.1,28.0,45.0,28.2,0.0,2.0,731
7,2018,01,21,2018-01-21,40.2,36.8,1015.0,5.2,3.8,9.9,999.9,45.0,35.1,0.0,999.9,718
1,2018,01,22,2018-01-22,47.2,44.6,1004.2,3.5,8.9,17.1,24.1,54.0,36.0,0.4,999.9,724
2,2018,01,23,2018-01-23,35.5,30.0,1006.0,8.8,11.2,19.0,29.9,54.0,30.0,0.47,999.9,719
3,2018,01,24,2018-01-24,28.6,21.3,1023.0,8.6,6.7,13.0,999.9,39.0,27.0,0.01,1.2,613
4,2018,01,25,2018-01-25,31.2,23.6,1026.5,9.7,8.4,17.1,999.9,43.0,24.1,0.02,1.2,641
5,2018,01,26,2018-01-26,41.0,31.1,1021.3,9.9,12.0,25.1,34.0,51.1,24.3,0.0,1.2,763
6,2018,01,27,2018-01-27,47.2,30.0,1017.6,10.0,14.7,22.9,34.0,51.1,33.1,0.0,999.9,754
7,2018,01,28,2018-01-28,35.3,26.9,1025.3,10.0,6.1,12.0,999.9,50.0,28.0,0.0,999.9,671
1,2018,01,29,2018-01-29,27.3,18.8,1029.7,9.6,11.8,17.1,21.0,33.1,21.2,0.01,999.9,652
2,2018,01,30,2018-01-30,21.0,9.9,1030.7,10.0,6.1,15.0,999.9,30.0,15.1,0.0,999.9,637
3,2018,01,31,2018-01-31,34.6,20.4,1011.4,10.0,14.9,21.0,28.9,42.1,16.0,0.0,999.9,708
4,2018,02,01,2018-02-01,27.8,13.9,1014.2,10.0,11.6,20.0,27.0,42.1,12.9,0.0,999.9,740
5,2018,02,02,2018-02-02,10.7,-6.0,1032.0,10.0,10.2,17.1,999.9,19.0,5.0,0.0,999.9,674
6,2018,02,03,2018-02-03,26.2,8.1,1021.2,10.0,10.4,20.0,28.9,41.0,5.0,0.0,999.9,630
7,2018,02,04,2018-02-04,25.8,17.8,1011.4,5.8,12.7,20.0,32.1,41.0,12.0,0.06,2.0,513
1,2018,02,05,2018-02-05,5.9,-4.4,1025.1,9.3,7.1,14.0,15.0,12.0,-2.0,0.09,2.0,543
2,2018,02,06,2018-02-06,11.9,4.6,1028.4,8.1,4.8,8.9,999.9,21.0,-2.0,0.22,3.1,588
3,2018,02,07,2018-02-07,16.7,9.7,1027.8,6.8,7.8,15.0,19.0,21.0,3.0,0.12,3.9,544
4,2018,02,08,2018-02-08,13.2,4.4,1031.1,9.9,6.3,9.9,999.9,21.0,7.0,0.01,3.1,556
5,2018,02,09,2018-02-09,23.6,19.6,1024.0,2.7,8.1,15.9,22.0,28.0,7.0,0.5,9.8,505
6,2018,02,10,2018-02-10,18.8,11.1,1023.3,9.2,9.0,14.0,19.0,28.0,14.0,0.24,9.1,534
7,2018,02,11,2018-02-11,19.5,13.4,1018.6,5.4,8.5,12.0,999.9,21.9,15.1,0.29,11.8,537
1,2018,02,12,2018-02-12,15.2,2.5,1034.4,10.0,6.3,8.9,999.9,27.0,3.9,0.13,11.0,572
2,2018,02,13,2018-02-13,20.0,8.8,1038.0,10.0,4.7,9.9,999.9,35.1,3.9,0.0,9.8,645
3,2018,02,14,2018-02-14,32.1,25.1,1020.9,7.7,7.8,14.0,999.9,44.1,23.0,0.0,5.9,661
4,2018,02,15,2018-02-15,40.8,39.1,1007.9,2.0,6.2,12.0,999.9,48.0,26.2,0.0,1.2,698
5,2018,02,16,2018-02-16,35.7,25.0,1017.8,9.9,9.5,14.0,20.0,48.0,28.9,0.0,3.9,664
6,2018,02,17,2018-02-17,24.7,14.6,1021.8,9.2,6.1,13.0,999.9,39.0,17.1,0.0,2.0,605
7,2018,02,18,2018-02-18,27.1,21.9,1021.3,7.8,8.4,15.9,20.0,37.9,12.0,0.11,1.2,587
1,2018,02,19,2018-02-19,42.3,37.9,1011.7,7.0,9.9,19.0,26.0,57.9,36.0,0.02,2.0,624
2,2018,02,20,2018-02-20,58.8,55.4,1010.3,7.2,13.2,20.0,28.0,66.0,37.9,1.44,999.9,645
3,2018,02,21,2018-02-21,32.1,24.4,1030.4,9.8,9.5,15.0,999.9,41.0,27.0,1.22,999.9,639
4,2018,02,22,2018-02-22,33.3,24.5,1035.0,10.0,10.8,14.0,21.0,39.9,28.9,0.04,999.9,677
5,2018,02,23,2018-02-23,39.8,35.6,1024.3,7.2,9.9,15.9,22.0,44.1,29.1,0.05,999.9,671
6,2018,02,24,2018-02-24,36.2,30.1,1022.0,9.5,8.3,14.0,999.9,44.1,33.1,0.01,999.9,681
7,2018,02,25,2018-02-25,40.5,30.4,1008.8,8.7,17.0,22.9,40.0,50.0,33.1,0.17,999.9,657
1,2018,02,26,2018-02-26,40.4,25.8,1021.4,10.0,8.0,15.9,22.9,53.1,28.0,0.01,999.9,625
2,2018,02,27,2018-02-27,48.2,31.6,1021.6,10.0,10.4,15.9,24.1,62.1,28.2,0.0,999.9,691
3,2018,02,28,2018-02-28,51.1,38.3,1010.7,9.9,10.6,15.0,20.0,62.1,37.0,0.0,999.9,646
4,2018,03,01,2018-03-01,39.4,33.0,1011.8,8.5,12.2,20.0,28.0,59.0,37.0,0.46,999.9,830
5,2018,03,02,2018-03-02,37.5,23.2,1027.3,10.0,6.8,13.0,999.9,48.0,30.0,0.35,999.9,692
6,2018,03,03,2018-03-03,37.8,20.2,1033.1,10.0,6.4,11.1,15.9,48.0,30.2,0.0,999.9,664
7,2018,03,04,2018-03-04,37.7,20.4,1030.8,10.0,8.6,14.0,15.0,46.0,32.0,0.0,999.9,649
1,2018,03,05,2018-03-05,36.8,19.9,1021.7,10.0,14.9,21.0,31.1,46.0,32.0,0.0,999.9,665
2,2018,03,06,2018-03-06,35.1,30.6,1008.0,6.4,9.1,15.9,18.1,41.0,32.0,0.11,999.9,653
3,2018,03,07,2018-03-07,30.9,22.2,1012.6,9.3,11.7,17.1,20.0,41.0,26.1,0.07,999.9,656
4,2018,03,08,2018-03-08,27.9,14.3,1016.6,10.0,10.5,14.0,21.0,34.0,24.1,0.0,999.9,660
5,2018,03,09,2018-03-09,29.8,15.4,1016.7,10.0,6.1,11.1,18.1,41.0,23.0,0.0,999.9,745
6,2018,03,10,2018-03-10,32.5,17.3,1018.3,10.0,4.7,9.9,999.9,41.0,23.0,0.0,999.9,684
7,2018,03,11,2018-03-11,34.3,20.0,1022.1,10.0,8.0,14.0,19.0,41.0,23.0,0.0,999.9,619
1,2018,03,12,2018-03-12,36.7,21.6,1020.2,10.0,8.8,19.0,25.1,46.0,28.0,0.0,999.9,661
2,2018,03,13,2018-03-13,31.9,20.1,1021.2,8.8,8.7,15.0,20.0,46.0,27.0,0.0,2.0,638
3,2018,03,14,2018-03-14,30.1,14.4,1019.5,10.0,9.5,18.1,28.0,48.0,19.0,0.22,1.2,665
4,2018,03,15,2018-03-15,39.6,24.6,1010.4,10.0,7.7,13.0,20.0,50.0,22.1,0.0,1.2,691
5,2018,03,16,2018-03-16,32.4,21.4,1020.0,10.0,9.7,14.0,18.1,50.0,28.0,0.0,999.9,703
6,2018,03,17,2018-03-17,37.2,21.8,1015.4,10.0,10.2,15.9,999.9,46.0,29.1,0.0,999.9,777
7,2018,03,18,2018-03-18,39.9,19.3,1017.0,10.0,3.8,7.0,999.9,57.0,27.0,0.0,999.9,689
1,2018,03,19,2018-03-19,40.7,24.8,1013.3,10.0,10.0,20.0,27.0,57.0,27.1,0.0,999.9,660
2,2018,03,20,2018-03-20,33.1,21.9,1012.9,10.0,15.8,20.0,26.0,46.0,28.9,0.0,999.9,712
3,2018,03,21,2018-03-21,33.3,20.0,1017.0,10.0,11.3,17.1,22.9,39.9,28.9,0.0,999.9,689
4,2018,03,22,2018-03-22,34.3,17.7,1025.9,10.0,5.4,9.9,999.9,50.0,21.9,0.0,999.9,670
5,2018,03,23,2018-03-23,35.6,21.1,1027.8,10.0,7.4,14.0,999.9,50.0,22.1,0.0,999.9,752
6,2018,03,24,2018-03-24,35.6,21.6,1023.4,10.0,13.7,20.0,27.0,43.0,25.2,0.0,999.9,649
7,2018,03,25,2018-03-25,33.8,16.3,1026.9,10.0,12.9,15.9,24.1,41.0,27.0,0.0,999.9,677
1,2018,03,26,2018-03-26,39.3,20.6,1024.7,10.0,8.8,17.1,22.9,53.1,27.1,0.0,999.9,696
2,2018,03,27,2018-03-27,48.9,44.0,1015.0,7.3,9.9,15.0,22.9,53.1,31.1,0.37,999.9,674
3,2018,03,28,2018-03-28,44.7,35.3,1016.0,10.0,4.4,9.9,999.9,54.0,39.0,0.01,999.9,689
4,2018,03,29,2018-03-29,45.0,38.4,1012.8,6.6,5.9,15.0,20.0,54.0,39.0,0.06,999.9,629
5,2018,03,30,2018-03-30,38.8,27.2,1020.8,10.0,7.7,13.0,999.9,50.0,33.1,0.05,999.9,704
6,2018,03,31,2018-03-31,44.0,31.1,1016.5,9.8,12.0,22.9,35.0,57.9,33.1,0.0,999.9,690
7,2018,04,01,2018-04-01,32.3,15.1,1022.5,10.0,8.8,15.0,999.9,57.9,24.1,0.09,999.9,736
1,2018,04,02,2018-04-02,31.6,15.4,1019.6,10.0,5.3,12.0,15.0,44.1,21.0,0.0,999.9,674
2,2018,04,03,2018-04-03,38.9,32.4,1007.7,6.4,9.2,15.9,22.0,44.1,21.2,0.0,999.9,605
3,2018,04,04,2018-04-04,31.8,23.9,1014.0,7.7,14.7,21.0,28.9,39.9,26.1,0.21,999.9,700
4,2018,04,05,2018-04-05,31.6,16.0,1022.8,9.8,6.9,12.0,17.1,42.1,23.0,0.01,999.9,672
5,2018,04,06,2018-04-06,35.1,25.0,1013.8,7.9,11.6,20.0,28.0,42.1,23.2,0.07,999.9,695
6,2018,04,07,2018-04-07,28.2,8.0,1020.3,10.0,9.5,15.0,22.0,39.0,19.9,0.0,999.9,635
7,2018,04,08,2018-04-08,30.7,11.5,1019.1,10.0,5.2,9.9,999.9,39.0,19.9,0.0,999.9,618
1,2018,04,09,2018-04-09,32.8,26.6,1020.3,4.8,7.0,9.9,999.9,39.0,21.0,0.04,1.2,661
2,2018,04,10,2018-04-10,35.7,24.0,1024.5,9.4,5.4,13.0,17.1,46.0,28.0,0.07,1.2,714
3,2018,04,11,2018-04-11,47.8,30.8,1016.1,9.9,8.9,12.0,20.0,66.0,28.2,0.0,999.9,769
4,2018,04,12,2018-04-12,55.6,41.2,1006.0,8.7,10.9,19.0,28.0,73.0,39.0,0.08,999.9,751
5,2018,04,13,2018-04-13,43.4,37.1,1006.4,9.8,10.7,21.0,25.1,48.0,39.9,0.03,999.9,781
6,2018,04,14,2018-04-14,38.8,35.9,1009.8,6.1,18.2,24.1,35.0,41.0,36.0,0.56,999.9,689
7,2018,04,15,2018-04-15,35.2,32.1,1007.7,6.3,13.6,18.1,27.0,37.0,33.8,0.79,999.9,603
1,2018,04,16,2018-04-16,30.5,24.6,1009.7,6.2,12.3,15.0,22.9,35.1,26.6,0.42,999.9,733
2,2018,04,17,2018-04-17,34.7,21.1,1012.7,9.9,11.7,19.0,20.0,43.0,27.1,0.01,999.9,699
3,2018,04,18,2018-04-18,34.8,25.4,1011.8,9.2,9.3,19.0,24.1,43.0,29.1,0.0,999.9,627
4,2018,04,19,2018-04-19,39.3,29.0,1023.4,7.3,9.2,13.0,19.0,55.0,30.2,0.41,999.9,724
5,2018,04,20,2018-04-20,46.6,21.6,1031.7,10.0,5.0,12.0,999.9,61.0,31.1,0.01,999.9,803
6,2018,04,21,2018-04-21,47.4,19.2,1030.5,10.0,3.2,8.9,999.9,61.0,36.0,0.0,999.9,677
7,2018,04,22,2018-04-22,50.1,22.0,1027.5,10.0,8.1,14.0,20.0,62.1,39.0,0.0,999.9,698
1,2018,04,23,2018-04-23,50.8,27.9,1022.5,10.0,10.4,15.0,999.9,63.0,42.1,0.0,999.9,716
2,2018,04,24,2018-04-24,54.6,37.7,1017.6,10.0,7.2,12.0,999.9,64.9,43.0,0.0,999.9,713
3,2018,04,25,2018-04-25,49.1,34.4,1017.9,10.0,13.2,22.0,29.9,64.9,43.0,0.0,999.9,750
4,2018,04,26,2018-04-26,48.4,28.8,1014.6,10.0,3.3,12.0,15.0,66.0,36.0,0.0,999.9,733
5,2018,04,27,2018-04-27,53.2,30.9,1009.0,10.0,9.8,25.1,28.9,66.0,36.0,0.0,999.9,772
6,2018,04,28,2018-04-28,42.4,29.2,1017.2,9.9,12.6,18.1,22.0,57.9,35.1,0.02,999.9,679
7,2018,04,29,2018-04-29,43.3,21.0,1026.7,10.0,5.9,9.9,999.9,59.0,30.9,0.0,999.9,725
1,2018,04,30,2018-04-30,56.2,19.4,1021.8,10.0,9.0,15.0,22.0,80.1,31.1,0.0,999.9,790
2,2018,05,01,2018-05-01,72.2,37.6,1014.1,10.0,12.9,19.0,28.9,84.9,60.1,0.0,999.9,1010
3,2018,05,02,2018-05-02,76.9,51.0,1011.3,10.0,13.9,20.0,31.1,86.0,60.1,0.0,999.9,789
4,2018,05,03,2018-05-03,64.3,59.2,1012.1,8.2,4.9,22.9,41.0,86.0,57.9,1.84,999.9,742
5,2018,05,04,2018-05-04,65.4,53.7,1009.8,9.8,13.2,26.0,39.0,73.9,54.0,0.05,999.9,814
6,2018,05,05,2018-05-05,69.7,44.1,1015.1,10.0,6.8,17.1,20.0,82.0,57.0,0.0,999.9,853
7,2018,05,06,2018-05-06,62.3,42.4,1014.7,10.0,8.6,19.0,22.0,82.0,53.1,0.0,999.9,716
1,2018,05,07,2018-05-07,59.1,40.1,1021.4,10.0,5.6,15.0,999.9,75.0,46.0,0.0,999.9,805
2,2018,05,08,2018-05-08,68.5,40.0,1019.6,10.0,5.8,12.0,999.9,81.0,46.0,0.0,999.9,805
3,2018,05,09,2018-05-09,69.7,48.1,1010.6,9.5,10.2,21.0,28.9,81.0,57.0,0.0,999.9,792
4,2018,05,10,2018-05-10,66.0,53.3,1009.8,10.0,8.4,15.0,20.0,81.0,57.9,0.25,999.9,779
5,2018,05,11,2018-05-11,51.7,42.3,1016.3,10.0,12.0,17.1,22.0,73.0,46.0,0.01,999.9,729
6,2018,05,12,2018-05-12,46.4,41.8,1017.0,9.5,11.8,17.1,22.0,52.0,44.1,0.03,999.9,699
7,2018,05,13,2018-05-13,52.2,47.5,1017.2,7.3,7.0,15.9,999.9,66.9,44.1,1.24,999.9,690
1,2018,05,14,2018-05-14,62.1,54.7,1012.8,8.1,6.2,15.0,33.0,82.9,45.0,0.45,999.9,788
2,2018,05,15,2018-05-15,63.8,57.4,1012.7,7.9,7.9,18.1,24.1,82.9,53.1,1.09,999.9,743
3,2018,05,16,2018-05-16,61.8,43.4,1016.0,10.0,6.6,18.1,999.9,79.0,46.9,0.0,999.9,759
4,2018,05,17,2018-05-17,63.2,46.3,1016.3,9.9,6.0,14.0,999.9,79.0,46.9,0.0,999.9,795
5,2018,05,18,2018-05-18,57.0,44.1,1017.6,10.0,10.2,13.0,999.9,69.1,52.0,0.0,999.9,800
6,2018,05,19,2018-05-19,60.1,55.9,1011.9,5.1,5.6,9.9,999.9,69.1,52.0,0.12,999.9,759
7,2018,05,20,2018-05-20,51.2,45.6,1019.2,8.9,11.4,19.0,999.9,69.1,44.1,0.01,999.9,764
1,2018,05,21,2018-05-21,52.8,48.4,1019.6,7.2,6.8,11.1,18.1,64.0,44.1,0.28,999.9,714
